case_number,class,class_idx,seed,prompt
3643,209,208,1840530484,"Necromancer Sorceress face in center, fantasy magic, undercut hairstyle, dark light night, intricate, elegant, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by WLOP and Artgerm and Greg Rutkowski and Alphonse Mucha, masterpiece"
3644,934,925,112635543,"a futuristic space colony, large bubble archaeologies, highly detailed, sci-fi, high-tech, neon lights, h.r. giger, alien technology"
3645,1512,1500,1658600276,"brittle. highly detailed, digital painting, watercolor, soviet realism, engraving, artstation, concept art, smooth, sharp focus, vivid grunge, manga, illustration, unreal engine 5, 8 k, art by bilibin and kuvshinov and malevich and mucha "
3646,313,311,40313404,"beautiful ultra detailed manga Illustration of a butterfly goddess made out of liquid chrome in a multiverse, melting face, surrounded by mechanical wires in a celestial fantasy landscape, Full Art Illustration, by ying yi and Moebius, hiroshi yoshida, Druillet, artstation"
3647,18,17,3835038690,"biohazard portrait of brocoli!! hermione bioshock, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart "
3648,656,650,1184533746,"an alien city, alien architecture, purple, environment art, fantasy art, landscape art, in the style of greg rutkowski, illustration, epic, fantasy, intricate, hyper detailed, artstation, concept art, smooth, sharp focus, ray tracing "
3649,875,867,2837137188,"painting of a wide angle exterior shot of a white architecture house with cinematic lighting by zaha hadid and peterzumthor, darek zabrocki and greg ruthkowski, alphonse mucha, simon stalenhag and cinematic and blue cold atmospheric, archillect concept art, artstation, trending on artstation "
3650,13,12,1062627282,"futuristic dystopian metropolis, sharp tall elegant buildings, star wars concept, highway ruins, norman rockwell, tim hildebrandt, dariusz zawadzki, bruce pennington, larry elmore, hyperrealistic detailed dark nebula night sky, cinematic composition lighting, oppressive atmosphere, deep depth field, masterpiece, hd, hdr "
3651,1992,1974,3623562762,"risograph grainy drawing vintage sci - fi, antagonist face, moebius color palette, face covered with plants and flowers, exotic plants background, painting by moebius and satoshi kon and dirk dzimirsky close - up portrait "
3652,1386,1375,1209853551,"a photograph of the zx spectrum computer, 1 9 8 5 "
3653,215,214,1567907199,music
3654,1188,1178,1694123187,"jeff bezos as an avatar the movie character, movie still "
3655,716,709,3784805119,beautiful painting kf a dragon guarding a cave
3656,662,655,3237819287,"car chased by anothrr car which is flying in the sky, movie still of James bond"
3657,216,215,3614910463,"Kodak Portra 400, 8K, highly detailed, wachowski seinen manga 3/4 closeup portrait, eye contact, focus on clear transparent raincoat replicant girl model, tilt shift zaha hadid style anime background: famous blade runner anime remake, tokyo izakaya scene"
3658,1054,1045,3306893864,"an ultra-vibrant scifi apocalipse in space of a spiritual being dreaming psychedelic hallucinations in cosmos, rainbow colored clouds, by kawase hasui, moebius, Edward Hopper and James Gilleard, Zdzislaw Beksinski, Steven Outram, unreal engine, highly rendered, hd, 8k, artstation"
3659,1234,1224,3623460660,a portrait of jon snow by anato finnstark 
3660,585,581,2590439256,"stephen king train, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k "
3661,1562,1549,2103879473,"topaz golem still frame from warhammer movie, legendary magical crystal construct by esher, crystal golem fighting vast army by jakub rozalski, topaz lightning elemental by peter mohrbacher "
3662,1068,1059,2020021887,"picture of the cosmic cliffs in the carina nebula taken by the james webb space telescope, 8k, detailed, space, stars, nebula"
3663,1518,1506,1198516066,"photo of michael jackson wearing robot suit with wires and light, highly detailed, photorealistic, artstation, smooth "
3664,397,394,672245080,vector drawing clock
3665,453,450,1062577165,"portrait of megan fox, hyper detailed masterpiece, neon floral pattern, jean giraud, digital art painting, darkwave goth aesthetic, psychedelic, artgerm, donato giancola and tom bagshaw "
3666,676,669,300442243,"a professional concept art of alcatraz prison, grassy plains, golden hour, designed by john j park, cinematic camera shot, trending on artstation, extremely detailed, perfect studio quality, cgi "
3667,292,291,4135131501,"aries zodiac artwork, mystic tarot style, detailed, 8 k, symmetrical, by brian froud "
3668,997,988,12981886,"“Anime visual portrait of a cyborg space bartender, serving in a space bar, from Robotech macross 2010s anime series, trending on pixiv; official media”"
3669,1447,1435,950365301,"orama miniature inside a cell, microscopic view, with godray, "
3670,1347,1336,3418810681,"character concept portrait of stable diffusion ai ( me! ) as wife blessed by god to grow ever more intelligent beautiful and virtuous. intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by gaston bussiere and alphone mucha "
3671,76,75,3241922283,"painting of hybrid seagull!!! and dragon, intercrossed animal, by zdzislaw beksinski, by lewis jones, cold hue's, warm tone gradient background, concept art, digital painting "
3672,1938,1920,976551461,"a complex bifurcated robotic cnc surgical arm cybernetic symbiosis hybrid mri 3 d printer machine making organic ceramic fractal forms in the glass room laboratory with control panels, golden hour lighting, film still from the movie directed by denis villeneuve with art direction by wayne barlowe and salvador dali, wide lens, f 3 2, "
3673,580,576,2705558783,A realistic portrait of a deity-of-language by Gustave Dore in ASCII art style
3674,673,666,3321700095,tintype photo of a whale
3675,1723,1706,915407394,"a building filled with repeating features, liminal space, liminal, "
3676,188,187,2118681360,"surreal otherland, dali. escher. beeple sunset "
3677,1286,1276,1847980397,"a beautiful morning with clear skies, people running in the wheat field. in the style of starry night by vincent van gogh "
3678,270,269,2828153708,"goddess of illusion, beautiful, stunning, breathtaking, mirrors, glass, magic circle, magic doorway, fantasy, mist, bioluminescence, hyper - realistic, unreal engine, by sam spratt "
3679,621,617,2346998503,"hyper detailed 3d octane render illustration like a Oil painting - a vivid exotic flower bouquet, long petals, huge blossoms, by Jacek Yerka, Mariusz Lewandowski, Laszlo generative render, long brush strokes, Masterpiece, Edward Hopper and James Gilleard, Zdzislaw Beksinski, Mark Ryden, Wolfgang Lettl, hints of Yayoi Kasuma, octane render, 8k"
3680,273,272,3017465406,"long shot of a singular giant ball made of rainbow glass, cinematic space scenery, concept art, by gerhard richter, by ridley scott, volumetric light, beautiful oil painting, realistic reflections, reflection of stars and moon, smooth, lens flare, depth perception, high depth of field, 4 k, 3 d octane render, hyperrealistic, trending on artstation "
3681,461,458,147355806,"beautiful photograph of a diamond filled with intricate cork carvings and copper veins, blue translucent resin, bioluminescent, ultra realistic, ultra detailed, masterpiece, 8 k octane render, ambient diffusion, subsurface scattering, trending on artstation, cgstudio "
3682,1689,1672,2141838324,face face model face female bodybuilder kendall jenner wearing metal gear armor holding gun dramatic lighting art by brandon anschutz by yoji shinkawa by richard schmid by greg rutkowski by jeremy lipking cinematic dramatic brush strokes background 
3683,1547,1535,3772844362,a tiefling 
3684,1511,1499,2977918406,"marine biome. highly detailed, digital painting, watercolor, soviet realism, engraving, artstation, concept art, smooth, sharp focus, vivid grunge, manga, illustration, unreal engine 5, 8 k, art by bilibin and kuvshinov and malevich and mucha "
3685,990,981,1876140293,"one with the universe, psychedelic art, optical illusion, unreal, surreal"
3686,793,786,4034038668,"two buildings next to a pile of wood and some solar panels floating on the roof, octane render "
3687,1076,1067,1533726322,"inside a magical castle bedroom, a beautiful gorgeous camel girl made out of snow, drawing a picture of animals, laying on the bed, cosmic sky outside the windows, extremely detailed, intricate, concept art, sharp focus, d & d, fantasy, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, greg rutkowski, 8 k "
3688,1566,1553,3922369849,"an oil painting of a vegeta wearing a christmas hat drawn by frank frazetta, 3 d, cinematic 4 k wallpaper, 8 k, ultra detailed, high resolution, award - winning pencil drawing "
3689,168,167,2146903170,Kuniyoshi portrait of a robot saint made of cables and robotic pod by Marc Silvestri
3690,1517,1505,4087619715,"epic professional digital art of hungry eyes, radiant golden atmospheric lighting, painted, foreboding, intricate, eerie, detailed, by leesha hannigan, wayne haag, reyna rochin, ignacio rios, mark ryden, van herpen, best on artstation, cgsociety, epic, stunning, gorgeous, much wow, cinematic, masterpiece "
3691,571,567,1719404216,"a movie poster for the film (green tentacle octopus) by Tom Whalen, highly detailed, award winning creature portrait, fantasy, artstation"
3692,1901,1883,3276965807,"danny devito as gimli, by alan lee, frank reynolds, lord of the rings calendar, smooth, detailed terrain, oil painting, matte painting, concept art, trending on artstation, promotional artwork, film still "
3693,1570,1557,1162377616,"the inside of a monument with mughal motifs, by tim blandin and arthur haas and bruce pennington and john schoenherr, big windows architecture by zaha hadid, octane render, cinematic, scenery, cgsociety, modernism, futuristic, trending on artstation, sci - fi, high detail, high quality, close up angle, people walking "
3694,1828,1811,237935887,"epic professional digital art of 🎉 💊 🐕 🤘, best on artstation, cgsociety, wlop, cosmic, epic, stunning, art deco, gorgeous, much detail, much wow"
3695,850,842,293650124,A photorealistic sculpture designed by H.R. Giger of Photorealistic biomechanical a esophagus owl alien encased in thick transparent mucus on the bottom of a dark murky seafloor screaming into the camera. Shot on color film by blade runner Cinematographer Jordan Cronenweth next to the titanic wreckage illuminated over head by submarine lights surrounded with volumetric haze and murky water with a 9.8mm lens in the style of blade runner shot on color film
3696,247,246,3212133804,"expressive full body photo of the peach princess from mario, dress made of peaches, blonde hair, glamour shot, by karol bak, stefan gesell, photorealistic, nikon d 4 x, fashion photography, hyper maximalist, elegant, ornate, luxury, elite, environmental portrait, symmetrical features, octane render, unreal engine, solid dark grey background, dramatic lights, lford hp 5"
3697,736,729,1828873013,caitlyn league of legends wild rift hero champions arcane magic digital painting bioluminance alena aenami artworks in 4 k design by lois van baarle by sung choi by john kirby artgerm and greg rutkowski and magali villeneuve mage fighter assassin 
